92.63㎡,包河,南,5.0,2室2厅1卫,高级经纪人,2500,力高柏林春天,彭洲,整租·力高柏林春天 2室2厅 南,包公
75.00㎡,肥东,南,5.0,2室1厅1卫,高级经纪人,800,人和家园,杨学峰,整租·人和家园 2室1厅 南,肥东
18.00㎡,庐阳,北,,4室1厅1卫,,500,水晶苑(庐阳区),,合租·水晶苑(庐阳区) 4居室 北卧,亳州
10.00㎡,包河,南,,3室1厅1卫,,770,水丽坊自在城,,合租·水丽坊自在城 3居室 南卧,骆岗
101.20㎡,滨湖新区,南,3.7,3室2厅2卫,经纪人,2600,碧桂园中堂,侯景景,整租·碧桂园中堂 3室2厅 南,方兴
90.00㎡,高新,南 北,5.0,3室2厅1卫,经纪人,2700,城西桥家园B组团,张望,整租·城西桥家园B组团 3室2厅 南/北,长宁
100.00㎡,政务,南,4.9,3室1厅1卫,高级经纪人,3000,琥珀五环城和雅阁,张莹,整租·琥珀五环城和雅阁 3室1厅 南,荷叶地
119.00㎡,肥西,南,4.7,4室2厅2卫,经纪人,1500,皖投国滨世家璟园,周增群,整租·皖投国滨世家璟园 4室2厅 南,肥西
15.00㎡,高新,南,,5室2厅2卫,,950,梦园小区,,合租·梦园小区 5居室 南卧,天乐
25.00㎡,蜀山,北,,4室1厅1卫,,690,西园新村,,合租·西园新村 4居室 北卧,三里庵
93.00㎡,长丰,南,5.0,3室2厅1卫,经纪人,1000,冠徽苑,叶子圆,整租·冠徽苑 3室2厅 南,北城
80.00㎡,肥东,西南,3.5,2室1厅1卫,经纪人,1100,汇景新城,姚冰艳,整租·汇景新城 2室1厅 西南,肥东
32.00㎡,肥东,西,5.0,1室1厅1卫,经纪人,1200,龙湖龙誉中心,张金超,整租·龙湖龙誉中心 1室1厅 西,肥东
45.06㎡,高新,南,3.0,1室1厅0卫,经纪人,2300,拓基城市广场,丁绪磊,整租·拓基城市广场 1室1厅 南,天乐
25.00㎡,蜀山,南,,5室1厅1卫,,830,红鑫新村,,合租·红鑫新村 5居室 南卧,南七
45.00㎡,蜀山,北,,3室2厅2卫,,1360,绿城百合公寓,,合租·绿城百合公寓 3居室 北卧,南七
10.00㎡,包河,南,,4室1厅1卫,,650,青年西区,,合租·青年西区 4居室 南卧,包公
26.00㎡,包河,南,,4室1厅1卫,,931,太湖新村,,合租·太湖新村 4居室 南卧,常青
110.00㎡,肥西,南,4.9,3室1厅1卫,高级经纪人,1500,高速时代御府（妙园）,李会,整租·高速时代御府（妙园） 3室1厅 南,肥西
25.00㎡,蜀山,南,,3室1厅1卫,,920,国风东风小区,,合租·国风东风小区 3居室 南卧,五里墩
146.20㎡,滨湖新区,南,5.0,3室2厅1卫,高级经纪人,4800,徽盐世纪广场,徐井兰,整租·徽盐世纪广场 3室2厅 南,方兴
47.00㎡,长丰,南,5.0,1室1厅1卫,助理经纪人,900,恒大帝景,尹文锐,整租·恒大帝景 1室1厅 南,北城
110.00㎡,肥西,南,5.0,3室2厅1卫,助理经纪人,2500,融创玖樟台,杨航,整租·融创玖樟台 3室2厅 南,染坊
85.00㎡,蜀山,南,4.5,3室1厅1卫,店经理,2000,建派小区,李云,整租·建派小区 3室1厅 南,稻香村
100.00㎡,长丰,南,5.0,2室2厅1卫,助理经纪人,1350,天宝苑,尹文锐,整租·天宝苑 2室2厅 南,北城
95.00㎡,瑶海,南 北,3.4,2室2厅1卫,经纪人,2000,南都雲庭,胡瑶,整租·南都雲庭 2室2厅 南/北,明光路
18.00㎡,蜀山,南,,4室1厅2卫,,750,香樟雅苑,,合租·香樟雅苑 4居室 南卧,南七
20.00㎡,蜀山,南,,4室0厅2卫,,980,华府骏苑二期,,合租·华府骏苑二期 4居室 南卧,南七
81.00㎡,肥东,南,4.0,2室2厅1卫,助理经纪人,1100,店忠家园,孙淼,整租·店忠家园 2室2厅 南,肥东
35.90㎡,瑶海,北,5.0,1室1厅1卫,经纪人,1200,淮北新村,谈安宁,整租·淮北新村 1室1厅 北,明光路
274.00㎡,经开,南,5.0,5室0厅0卫,经纪人,12000,尚泽大都会,李俊,整租·尚泽大都会 5室0厅 南,莲花
100.00㎡,肥西,南,4.9,3室1厅1卫,高级经纪人,1099,皖投国滨世家珑园,吴清习,整租·皖投国滨世家珑园 3室1厅 南,肥西
30.00㎡,瑶海,南 北,4.5,3室1厅1卫,经纪人,850,万达华府,王莉,整租·万达华府 3室1厅 南/北,龙岗
80.00㎡,肥东,南,5.0,2室2厅1卫,经纪人,1400,圣联东方早城,王胜,整租·圣联东方早城 2室2厅 南,肥东
122.20㎡,瑶海,南,5.0,3室2厅2卫,经纪人,1500,油坊新城,杨嫚嫚,整租·油坊新城 3室2厅 南,龙岗
20.00㎡,政务,南,,4室1厅1卫,,880,国际花都天香苑,,合租·国际花都天香苑 4居室 南卧,荷叶地
28.00㎡,蜀山,北,,4室1厅1卫,,750,城市经典,,合租·城市经典 4居室 北卧,井岗镇
22.00㎡,蜀山,西,,5室1厅2卫,,700,黄山花园,,合租·黄山花园 5居室 西卧,南七
46.50㎡,瑶海,东,3.4,1室1厅1卫,经纪人,1400,中翔新东城,胡瑶,整租·中翔新东城 1室1厅 东,铜陵路
23.00㎡,肥西,北,,5室1厅5卫,,780,禹洲华侨城一期,,合租·禹洲华侨城一期 5居室 北卧,染坊
20.00㎡,包河,南,,5室1厅1卫,,799,地矿家园,,合租·地矿家园 5居室 南卧,周谷堆
93.00㎡,瑶海,南,5.0,2室2厅1卫,助理经纪人,1400,宝元雅苑,韩良宇,整租·宝元雅苑 2室2厅 南,铜陵路
101.00㎡,瑶海,南,4.8,3室1厅1卫,租赁店经理,1500,橘郡万绿园,程大宝,整租·橘郡万绿园 3室1厅 南,铜陵路
102.28㎡,瑶海,南 北,4.9,2室1厅1卫,助理经纪人,1500,香江世纪名城,谭业佳,整租·香江世纪名城 2室1厅 南/北,铜陵路
129.38㎡,瑶海,南 北,5.0,3室1厅2卫,助理经纪人,2500,香格里拉花园,韩良宇,整租·香格里拉花园 3室1厅 南/北,方庙
129.65㎡,瑶海,南,4.8,4室2厅2卫,租赁店经理,1600,风景苑,程大宝,整租·风景苑 4室2厅 复式 南,方庙
89.84㎡,瑶海,南,5.0,2室2厅1卫,助理经纪人,1800,香格里拉花园,韩良宇,整租·香格里拉花园 2室2厅 南,方庙
127.50㎡,瑶海,南,4.5,3室2厅2卫,经纪人,2600,香格里拉花园,王田,整租·香格里拉花园 3室2厅 南,方庙
124.43㎡,瑶海,南,5.0,4室2厅1卫,助理经纪人,1500,风景苑,韩良宇,整租·风景苑 4室2厅 复式 南,方庙
135.00㎡,瑶海,南,4.6,3室2厅2卫,经纪人,2100,森海豪庭,许标,整租·森海豪庭 3室2厅 南,方庙
20.00㎡,政务,北,,4室1厅2卫,,680,国际花都郁金苑,,合租·国际花都郁金苑 4居室 北卧,荷叶地
26.00㎡,政务,南,,4室2厅2卫,,730,国贸天琴湾,,合租·国贸天琴湾 4居室 南卧,笔架山
20.00㎡,政务,南,,4室1厅1卫,,1050,旭辉花园,,合租·旭辉花园 4居室 南卧,荷叶地
81.06㎡,瑶海,南,4.8,2室2厅1卫,店经理,1300,汪塘北区,王明豪,整租·汪塘北区 2室2厅 南,方庙
117.55㎡,瑶海,南,5.0,3室2厅1卫,助理经纪人,2500,香格里拉花园,韩良宇,整租·香格里拉花园 3室2厅 南,方庙
28.00㎡,高新,南,,4室2厅2卫,,980,和一花园,,合租·和一花园 4居室 南卧,兴园
125.11㎡,瑶海,南,5.0,3室2厅2卫,助理经纪人,1500,风景苑,韩良宇,整租·风景苑 3室2厅 南,方庙
76.50㎡,瑶海,南,5.0,2室2厅1卫,经纪人,2000,临淮苑,李梦茹,整租·临淮苑 2室2厅 南,三里街
100.00㎡,瑶海,南,4.9,3室1厅1卫,助理经纪人,2200,临淮苑,谭业佳,整租·临淮苑 3室1厅 南,三里街
31.00㎡,瑶海,南,5.0,1室1厅1卫,经纪人,1100,凤阳三村,李梦茹,整租·凤阳三村 1室1厅 南,三里街
80.00㎡,瑶海,南,5.0,3室1厅1卫,经纪人,880,长淮新村B区,沈栋,整租·长淮新村B区 3室1厅 南,三里街
107.00㎡,瑶海,南,5.0,2室2厅1卫,助理经纪人,1800,北华园小区,崔恒,整租·北华园小区 2室2厅 南,胜利路
,滨湖新区,25.00㎡,,南,,880,宝能城三期,,合租·宝能城三期 4居室 南卧,环湖CBD
109.00㎡,瑶海,南,5.0,3室2厅1卫,经纪人,1500,百汇城市广场,桑孟楠,整租·百汇城市广场 3室2厅 南,三里街
59.93㎡,瑶海,南,5.0,1室1厅1卫,助理经纪人,1750,恒大中央广场B区43弄,崔恒,整租·恒大中央广场B区43弄 1室1厅 南,胜利路
,肥西,18.00㎡,,北,,550,水安盛世桃源,,合租·水安盛世桃源 4居室 北卧,桃花工业园
